accuracy,loss,val_accuracy,val_loss
0.26169681549072266,1.5290437936782837,0.30511364340782166,1.3651999235153198
0.2873469889163971,1.3971019983291626,0.3400000035762787,1.3551491498947144
0.306633323431015,1.3723951578140259,0.3413636386394501,1.3535261154174805
0.31757524609565735,1.3625730276107788,0.3449999988079071,1.3434813022613525
0.3242312967777252,1.3568689823150635,0.3474999964237213,1.3396275043487549
0.3317964971065521,1.3526517152786255,0.35113635659217834,1.3364500999450684
0.333744615316391,1.3464069366455078,0.35431817173957825,1.3336433172225952
0.3384850025177002,1.3452998399734497,0.3635227382183075,1.3337228298187256
0.3447189927101135,1.3419525623321533,0.35170453786849976,1.3268953561782837
0.34348517656326294,1.341147541999817,0.35170453786849976,1.3261419534683228
